no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
57,15,2,201,laos-1,0.966221003228262,1,0.87103271484375,1073741824,421939177,11488162459,110516.80697333951,2846029.2747809174,0.23652368654034056,12500000,2.0737774046123527,4,1750687887,2025-06-23 21:11:27
58,15,2,202,laos-2,0.969294877045531,1,0.8581161499023438,1073741824,402338986,11433187460,103694.19588534476,2714646.3154130983,0.22546724090387546,12500000,2.0528782678517503,1,1750687887,2025-06-23 21:11:27
59,15,2,203,laos-3,0.985688870737633,1,0.8604888916015625,1073741824,404912765,11410265592,100485.30718920428,2608765.086918725,0.21674003152863436,12500000,2.06291779386783,2,1750687887,2025-06-23 21:11:27
60,15,2,204,laos-4,0.96109788019948,1,0.8601188659667969,1073741824,404022978,11439372275,118133.26436580288,2908990.6863122378,0.24216991605424326,12500000,2.06338666222052,3,1750687887,2025-06-23 21:11:27
61,16,2,201,laos-1,0.966221003228262,1,0.87103271484375,1073741824,421939177,11488162459,110516.80697333951,2846029.2747809174,0.23652368654034056,12500000,2.0737774046123527,4,1750687888,2025-06-23 21:11:28
62,16,2,202,laos-2,0.969294877045531,1,0.8581161499023438,1073741824,402338986,11433187460,103694.19588534476,2714646.3154130983,0.22546724090387546,12500000,2.0528782678517503,1,1750687888,2025-06-23 21:11:28
63,16,2,203,laos-3,0.985688870737633,1,0.8604888916015625,1073741824,404912765,11410265592,100485.30718920428,2608765.086918725,0.21674003152863436,12500000,2.06291779386783,2,1750687888,2025-06-23 21:11:28
64,16,2,204,laos-4,0.96109788019948,1,0.8601188659667969,1073741824,404022978,11439372275,118133.26436580288,2908990.6863122378,0.24216991605424326,12500000,2.06338666222052,3,1750687888,2025-06-23 21:11:28
65,17,2,201,laos-1,0.966221003228262,1,0.87103271484375,1073741824,421939177,11488162459,110516.80697333951,2846029.2747809174,0.23652368654034056,12500000,2.0737774046123527,4,1750687889,2025-06-23 21:11:29
66,17,2,202,laos-2,0.969294877045531,1,0.8581161499023438,1073741824,402338986,11433187460,103694.19588534476,2714646.3154130983,0.22546724090387546,12500000,2.0528782678517503,1,1750687889,2025-06-23 21:11:29
67,17,2,203,laos-3,0.985688870737633,1,0.8604888916015625,1073741824,404912765,11410265592,100485.30718920428,2608765.086918725,0.21674003152863436,12500000,2.06291779386783,2,1750687889,2025-06-23 21:11:29
68,17,2,204,laos-4,0.96109788019948,1,0.8601188659667969,1073741824,404022978,11439372275,118133.26436580288,2908990.6863122378,0.24216991605424326,12500000,2.06338666222052,3,1750687889,2025-06-23 21:11:29
69,18,2,201,laos-1,0.966221003228262,1,0.87103271484375,1073741824,421939177,11488162459,110516.80697333951,2846029.2747809174,0.23652368654034056,12500000,2.0737774046123527,4,1750687890,2025-06-23 21:11:30
